count: 1, address=0x106c22d, size=8 p=Agnola
count: 1992, address=0x1098b5d, size=9 p=Rafaela
count: 1993, address=0x1098b66, size=10 p=Rafaelia
count: 1994, address=0x1098b70, size=11 p=Rafaelita
count: 1995, address=0x1098b7b, size=7 p=Rahal
count: 1996, address=0x1098b82, size=7 p=Rahel
count: 1997, address=0x1098b89, size=7 p=Raina
count: 1998, address=0x1098b90, size=7 p=Raine
count: 1999, address=0x1098b97, size=7 p=Rakel
count: 2000, address=0x1098b9e, size=8 p=Ralina
count: 2001, address=0x1099bb2, size=8 p=Ramona
count: 2002, address=0x1099bbf, size=9 p=Ramonda
count: 2003, address=0x1099bcc, size=6 p=Rana
count: 2004, address=0x1099bd8, size=7 p=Randa
count: 2005, address=0x1099be4, size=8 p=Randee
count: 2006, address=0x1099bf0, size=9 p=Randene
count: 2007, address=0x1099bfc, size=7 p=Randi
count: 2008, address=0x1099c08, size=8 p=Randie
count: 2009, address=0x1099c14, size=7 p=Randy
count: 2010, address=0x1099c20, size=7 p=Ranee
count: 2011, address=0x1099c2c, size=6 p=Rani
count: 2012, address=0x1099c38, size=7 p=Rania
count: 2013, address=0x1099c44, size=8 p=Ranice
count: 2014, address=0x1099c50, size=9 p=Ranique
count: 2015, address=0x1099c5c, size=7 p=Ranna
count: 2016, address=0x1099c68, size=10 p=Raphaela
count: 2017, address=0x1099c74, size=8 p=Raquel
count: 2018, address=0x1099c80, size=9 p=Raquela
count: 2019, address=0x1099c8c, size=7 p=Rasia
count: 2020, address=0x1099c98, size=7 p=Rasla
count: 2021, address=0x1099ca4, size=7 p=Raven
count: 2022, address=0x1099caf, size=5 p=Ray
count: 2023, address=0x1099cba, size=9 p=Raychel
count: 2024, address=0x1099cc5, size=6 p=Raye
count: 2025, address=0x1099cd0, size=7 p=Rayna
count: 2026, address=0x1099cdb, size=9 p=Raynell
count: 2027, address=0x1099ce6, size=10 p=Rayshell
count: 2028, address=0x1099cf1, size=5 p=Rea
count: 2029, address=0x1099cfc, size=6 p=Reba
count: 2030, address=0x1099d07, size=10 p=Rebbecca
count: 2031, address=0x1099d12, size=6 p=Rebe
count: 2032, address=0x1099d1d, size=8 p=Rebeca
count: 2033, address=0x1099d28, size=9 p=Rebecca
count: 2034, address=0x1099d33, size=9 p=Rebecka
count: 2035, address=0x1099d3e, size=8 p=Rebeka
count: 2036, address=0x1099d49, size=9 p=Rebekah
count: 2037, address=0x1099d54, size=10 p=Rebekkah
count: 2038, address=0x1099d5f, size=5 p=Ree
count: 2039, address=0x1099d6a, size=7 p=Reeba
count: 2040, address=0x1099d75, size=7 p=Reena
count: 2041, address=0x1099d80, size=7 p=Reeta
count: 2042, address=0x1099d8b, size=7 p=Reeva
count: 2043, address=0x1099d96, size=7 p=Regan
count: 2044, address=0x1099da0, size=7 p=Reggi
count: 2045, address=0x1099daa, size=8 p=Reggie
count: 2046, address=0x1099db4, size=8 p=Regina
count: 2047, address=0x1099dbe, size=8 p=Regine
count: 2048, address=0x1099dc8, size=7 p=Reiko
count: 2049, address=0x1099dd2, size=7 p=Reina
count: 2050, address=0x1099ddc, size=7 p=Reine
count: 2051, address=0x1099de6, size=6 p=Remy
count: 2052, address=0x1099df0, size=6 p=Rena
count: 2053, address=0x1099dfa, size=7 p=Renae
count: 2054, address=0x1099e04, size=8 p=Renata
count: 2055, address=0x1099e0e, size=8 p=Renate
count: 2056, address=0x1099e18, size=6 p=Rene
count: 2057, address=0x1099e22, size=7 p=Renee
count: 2058, address=0x1099e2c, size=8 p=Renell
count: 2059, address=0x1099e36, size=9 p=Renelle
count: 2060, address=0x1099e40, size=7 p=Renie
count: 2061, address=0x1099e4a, size=8 p=Rennie
count: 2062, address=0x1099e54, size=6 p=Reta
count: 2063, address=0x1099e5e, size=7 p=Retha
count: 2064, address=0x1099e68, size=8 p=Revkah
count: 2065, address=0x1099e72, size=5 p=Rey
count: 2066, address=0x1099e7c, size=7 p=Reyna
count: 2067, address=0x1099e86, size=6 p=Rhea
count: 2068, address=0x1099e90, size=7 p=Rheba
count: 2069, address=0x1099e9a, size=7 p=Rheta
count: 2070, address=0x1099ea4, size=8 p=Rhetta
count: 2071, address=0x1099eae, size=9 p=Rhiamon
count: 2072, address=0x1099eb8, size=9 p=Rhianna
count: 2073, address=0x1099ec2, size=9 p=Rhianon
count: 2074, address=0x1099ecc, size=7 p=Rhoda
count: 2075, address=0x1099ed6, size=8 p=Rhodia
count: 2076, address=0x1099ee0, size=8 p=Rhodie
count: 2077, address=0x1099eea, size=7 p=Rhody
count: 2078, address=0x1099ef4, size=7 p=Rhona
count: 2079, address=0x1099efe, size=8 p=Rhonda
count: 2080, address=0x1099f08, size=7 p=Riane
count: 2081, address=0x1099f12, size=9 p=Riannon
count: 2082, address=0x1099f1c, size=8 p=Rianon
count: 2083, address=0x1099f26, size=6 p=Rica
count: 2084, address=0x1099f30, size=7 p=Ricca
count: 2085, address=0x1099f3a, size=6 p=Rici
count: 2086, address=0x1099f44, size=7 p=Ricki
count: 2087, address=0x1099f4e, size=8 p=Rickie
count: 2088, address=0x1099f58, size=7 p=Ricky
count: 2089, address=0x1099f62, size=6 p=Riki
count: 2090, address=0x1099f6c, size=7 p=Rikki
count: 2091, address=0x1099f76, size=6 p=Rina
count: 2092, address=0x1099f80, size=6 p=Risa
count: 2093, address=0x1099f8a, size=6 p=Rita
count: 2094, address=0x1099f94, size=6 p=Riva
count: 2095, address=0x1099f9e, size=9 p=Rivalee
count: 2096, address=0x1099fa8, size=6 p=Rivi
count: 2097, address=0x1099fb2, size=8 p=Rivkah
count: 2098, address=0x1099fbc, size=6 p=Rivy
count: 2099, address=0x1099fc6, size=7 p=Roana
count: 2100, address=0x1099fd0, size=8 p=Roanna
count: 2101, address=0x1099fda, size=8 p=Roanne
count: 2102, address=0x1099fe3, size=7 p=Robbi
count: 2103, address=0x1099fec, size=8 p=Robbie
count: 2104, address=0x1099ff5, size=8 p=Robbin
count: 2105, address=0x1099ffe, size=7 p=Robby
count: 2106, address=0x109a007, size=8 p=Robbyn
count: 2107, address=0x109a010, size=8 p=Robena
count: 2108, address=0x109a019, size=9 p=Robenia
count: 2109, address=0x109a022, size=9 p=Roberta
count: 2110, address=0x109a02b, size=7 p=Robin
count: 2111, address=0x109a034, size=8 p=Robina
count: 2112, address=0x109a03d, size=9 p=Robinet
count: 2113, address=0x109a046, size=10 p=Robinett
count: 2114, address=0x109a050, size=11 p=Robinetta
count: 2115, address=0x109a05b, size=11 p=Robinette
count: 2116, address=0x109a066, size=9 p=Robinia
count: 2117, address=0x109a06f, size=6 p=Roby
count: 2118, address=0x109a078, size=7 p=Robyn
count: 2119, address=0x109a081, size=6 p=Roch
count: 2120, address=0x109a08a, size=9 p=Rochell
count: 2121, address=0x109a093, size=10 p=Rochella
count: 2122, address=0x109a09d, size=10 p=Rochelle
count: 2123, address=0x109a0a7, size=10 p=Rochette
count: 2124, address=0x109a0b1, size=6 p=Roda
count: 2125, address=0x109a0ba, size=6 p=Rodi
count: 2126, address=0x109a0c3, size=7 p=Rodie
count: 2127, address=0x109a0cc, size=8 p=Rodina
count: 2128, address=0x109a0d5, size=6 p=Rois
count: 2129, address=0x109a0de, size=8 p=Romola
count: 2130, address=0x109a0e7, size=8 p=Romona
count: 2131, address=0x109a0f0, size=9 p=Romonda
count: 2132, address=0x109a0f9, size=6 p=Romy
count: 2133, address=0x109a102, size=6 p=Rona
count: 2134, address=0x109a10b, size=9 p=Ronalda
count: 2135, address=0x109a114, size=7 p=Ronda
count: 2136, address=0x109a11d, size=8 p=Ronica
count: 2137, address=0x109a126, size=7 p=Ronna
count: 2138, address=0x109a12f, size=7 p=Ronni
count: 2139, address=0x109a138, size=9 p=Ronnica
count: 2140, address=0x109a141, size=8 p=Ronnie
count: 2141, address=0x109a14a, size=7 p=Ronny
count: 2142, address=0x109a153, size=9 p=Roobbie
count: 2143, address=0x109a15c, size=6 p=Rora
count: 2144, address=0x109a165, size=6 p=Rori
count: 2145, address=0x109a16e, size=7 p=Rorie
count: 2146, address=0x109a177, size=6 p=Rory
count: 2147, address=0x109a180, size=5 p=Ros
count: 2148, address=0x109a189, size=6 p=Rosa
count: 2149, address=0x109a192, size=9 p=Rosabel
count: 2150, address=0x109a19b, size=11 p=Rosabella
count: 2151, address=0x109a1a6, size=11 p=Rosabelle
count: 2152, address=0x109a1b1, size=10 p=Rosaleen
count: 2153, address=0x109a1bb, size=9 p=Rosalia
count: 2154, address=0x109a1c4, size=9 p=Rosalie
count: 2155, address=0x109a1cd, size=10 p=Rosalind
count: 2156, address=0x109a1d7, size=11 p=Rosalinda
count: 2157, address=0x109a1e2, size=11 p=Rosalinde
count: 2158, address=0x109a1ed, size=10 p=Rosaline
count: 2159, address=0x109a1f7, size=9 p=Rosalyn
count: 2160, address=0x109a200, size=10 p=Rosalynd
count: 2161, address=0x109a20a, size=10 p=Rosamond
count: 2162, address=0x109a214, size=10 p=Rosamund
count: 2163, address=0x109a21e, size=8 p=Rosana
count: 2164, address=0x109a227, size=9 p=Rosanna
count: 2165, address=0x109a230, size=9 p=Rosanne
count: 2166, address=0x109a239, size=6 p=Rose
count: 2167, address=0x109a242, size=9 p=Roseann
count: 2168, address=0x109a24b, size=10 p=Roseanna
count: 2169, address=0x109a255, size=10 p=Roseanne
count: 2170, address=0x109a25f, size=9 p=Roselia
count: 2171, address=0x109a268, size=9 p=Roselin
count: 2172, address=0x109a271, size=10 p=Roseline
count: 2173, address=0x109a27b, size=9 p=Rosella
count: 2174, address=0x109a284, size=9 p=Roselle
count: 2175, address=0x109a28d, size=11 p=Rosemaria
count: 2176, address=0x109a298, size=11 p=Rosemarie
count: 2177, address=0x109a2a3, size=10 p=Rosemary
count: 2178, address=0x109a2ad, size=11 p=Rosemonde
count: 2179, address=0x109a2b8, size=8 p=Rosene
count: 2180, address=0x109a2c1, size=9 p=Rosetta
count: 2181, address=0x109a2ca, size=9 p=Rosette
count: 2182, address=0x109a2d3, size=10 p=Roshelle
count: 2183, address=0x109a2dd, size=7 p=Rosie
count: 2184, address=0x109a2e6, size=8 p=Rosina
count: 2185, address=0x109a2ef, size=8 p=Rosita
count: 2186, address=0x109a2f8, size=8 p=Roslyn
count: 2187, address=0x109a301, size=10 p=Rosmunda
count: 2188, address=0x109a30b, size=6 p=Rosy
count: 2189, address=0x109a314, size=5 p=Row
count: 2190, address=0x109a31d, size=6 p=Rowe
count: 2191, address=0x109a326, size=8 p=Rowena
count: 2192, address=0x109a32f, size=8 p=Roxana
count: 2193, address=0x109a338, size=8 p=Roxane
count: 2194, address=0x109a341, size=9 p=Roxanna
count: 2195, address=0x109a34a, size=9 p=Roxanne
count: 2196, address=0x109a353, size=6 p=Roxi
count: 2197, address=0x109a35c, size=7 p=Roxie
count: 2198, address=0x109a365, size=8 p=Roxine
count: 2199, address=0x109a36e, size=6 p=Roxy
count: 2200, address=0x109a377, size=5 p=Roz
count: 2201, address=0x109a380, size=9 p=Rozalie
count: 2202, address=0x109a389, size=9 p=Rozalin
count: 2203, address=0x109a392, size=10 p=Rozamond
count: 2204, address=0x109a39c, size=9 p=Rozanna
count: 2205, address=0x109a3a5, size=9 p=Rozanne
count: 2206, address=0x109a3ae, size=6 p=Roze
count: 2207, address=0x109a3b7, size=8 p=Rozele
count: 2208, address=0x109a3c0, size=9 p=Rozella
count: 2209, address=0x109a3c9, size=9 p=Rozelle
count: 2210, address=0x109a3d2, size=8 p=Rozina
count: 2211, address=0x109a3db, size=9 p=Rubetta
count: 2212, address=0x109a3e4, size=6 p=Rubi
count: 2213, address=0x109a3ed, size=7 p=Rubia
count: 2214, address=0x109a3f6, size=7 p=Rubie
count: 2215, address=0x109a3ff, size=8 p=Rubina
count: 2216, address=0x109a408, size=6 p=Ruby
count: 2217, address=0x109a411, size=9 p=Ruperta
count: 2218, address=0x109a41a, size=6 p=Ruth
count: 2219, address=0x109a423, size=9 p=Ruthann
count: 2220, address=0x109a42c, size=10 p=Ruthanne
count: 2221, address=0x109a436, size=7 p=Ruthe
count: 2222, address=0x109a43f, size=7 p=Ruthi
count: 2223, address=0x109a448, size=8 p=Ruthie
count: 2224, address=0x109a451, size=7 p=Ruthy
count: 2225, address=0x109a45a, size=7 p=Ryann
count: 2226, address=0x109a463, size=7 p=Rycca
count: 2227, address=0x109a46c, size=6 p=Saba
count: 2228, address=0x109a475, size=8 p=Sabina
count: 2229, address=0x109a47e, size=8 p=Sabine
count: 2230, address=0x109a487, size=7 p=Sabra
count: 2231, address=0x109a48f, size=9 p=Sabrina
count: 2232, address=0x109a498, size=7 p=Sacha
count: 2233, address=0x109a4a0, size=6 p=Sada
count: 2234, address=0x109a4a8, size=9 p=Sadella
count: 2235, address=0x109a4b1, size=7 p=Sadie
count: 2236, address=0x109a4b9, size=7 p=Sadye
count: 2237, address=0x109a4c1, size=8 p=Saidee
count: 2238, address=0x109a4c9, size=5 p=Sal
count: 2239, address=0x109a4d1, size=9 p=Salaidh
count: 2240, address=0x109a4da, size=8 p=Sallee
count: 2241, address=0x109a4e2, size=7 p=Salli
count: 2242, address=0x109a4ea, size=8 p=Sallie
count: 2243, address=0x109a4f2, size=7 p=Sally
count: 2244, address=0x109a4fa, size=10 p=Sallyann
count: 2245, address=0x109a504, size=11 p=Sallyanne
count: 2246, address=0x109a50f, size=8 p=Saloma
count: 2247, address=0x109a517, size=8 p=Salome
count: 2248, address=0x109a51f, size=8 p=Salomi
count: 2249, address=0x109a527, size=5 p=Sam
count: 2250, address=0x109a52f, size=10 p=Samantha
count: 2251, address=0x109a539, size=8 p=Samara
count: 2252, address=0x109a541, size=9 p=Samaria
count: 2253, address=0x109a54a, size=7 p=Sammy
count: 2254, address=0x109a552, size=7 p=Sande
count: 2255, address=0x109a55a, size=7 p=Sandi
count: 2256, address=0x109a562, size=8 p=Sandie
count: 2257, address=0x109a56a, size=8 p=Sandra
count: 2258, address=0x109a572, size=7 p=Sandy
count: 2259, address=0x109a57a, size=8 p=Sandye
count: 2260, address=0x109a582, size=10 p=Sapphira
count: 2261, address=0x109a58c, size=10 p=Sapphire
count: 2262, address=0x109a596, size=6 p=Sara
count: 2263, address=0x109a59e, size=10 p=Sara-Ann
count: 2264, address=0x109a5a8, size=9 p=Saraann
count: 2265, address=0x109a5b1, size=7 p=Sarah
count: 2266, address=0x109a5b9, size=10 p=Sarajane
count: 2267, address=0x109a5c3, size=7 p=Saree
count: 2268, address=0x109a5cb, size=8 p=Sarena
count: 2269, address=0x109a5d3, size=8 p=Sarene
count: 2270, address=0x109a5db, size=9 p=Sarette
count: 2271, address=0x109a5e4, size=6 p=Sari
count: 2272, address=0x109a5ec, size=8 p=Sarina
count: 2273, address=0x109a5f4, size=8 p=Sarine
count: 2274, address=0x109a5fc, size=8 p=Sarita
count: 2275, address=0x109a604, size=8 p=Sascha
count: 2276, address=0x109a60c, size=7 p=Sasha
count: 2277, address=0x109a614, size=10 p=Sashenka
count: 2278, address=0x109a61e, size=8 p=Saudra
count: 2279, address=0x109a626, size=9 p=Saundra
count: 2280, address=0x109a62f, size=8 p=Savina
count: 2281, address=0x109a637, size=7 p=Sayre
count: 2282, address=0x109a63f, size=9 p=Scarlet
count: 2283, address=0x109a648, size=10 p=Scarlett
count: 2284, address=0x109a652, size=6 p=Sean
count: 2285, address=0x109a65a, size=7 p=Seana
count: 2286, address=0x109a662, size=6 p=Seka
count: 2287, address=0x109a66a, size=6 p=Sela
count: 2288, address=0x109a672, size=8 p=Selena
count: 2289, address=0x109a67a, size=8 p=Selene
count: 2290, address=0x109a682, size=11 p=Selestina
count: 2291, address=0x109a68d, size=7 p=Selia
count: 2292, address=0x109a695, size=7 p=Selie
count: 2293, address=0x109a69d, size=8 p=Selina
count: 2294, address=0x109a6a5, size=9 p=Selinda
count: 2295, address=0x109a6ae, size=8 p=Seline
count: 2296, address=0x109a6b6, size=7 p=Sella
count: 2297, address=0x109a6be, size=7 p=Selle
count: 2298, address=0x109a6c6, size=7 p=Selma
count: 2299, address=0x109a6ce, size=6 p=Sena
count: 2300, address=0x109a6d6, size=9 p=Sephira
count: 2301, address=0x109a6df, size=8 p=Serena
count: 2302, address=0x109a6e7, size=8 p=Serene
count: 2303, address=0x109a6ef, size=6 p=Shae
count: 2304, address=0x109a6f7, size=8 p=Shaina
count: 2305, address=0x109a6ff, size=8 p=Shaine
count: 2306, address=0x109a707, size=8 p=Shalna
count: 2307, address=0x109a70f, size=8 p=Shalne
count: 2308, address=0x109a717, size=7 p=Shana
count: 2309, address=0x109a71f, size=8 p=Shanda
count: 2310, address=0x109a727, size=9 p=Shandee
count: 2311, address=0x109a730, size=11 p=Shandeigh
count: 2312, address=0x109a73b, size=9 p=Shandie
count: 2313, address=0x109a744, size=9 p=Shandra
count: 2314, address=0x109a74d, size=8 p=Shandy
count: 2315, address=0x109a755, size=7 p=Shane
count: 2316, address=0x109a75d, size=7 p=Shani
count: 2317, address=0x109a765, size=8 p=Shanie
count: 2318, address=0x109a76d, size=8 p=Shanna
count: 2319, address=0x109a775, size=9 p=Shannah
count: 2320, address=0x109a77e, size=9 p=Shannen
count: 2321, address=0x109a787, size=9 p=Shannon
count: 2322, address=0x109a790, size=8 p=Shanon
count: 2323, address=0x109a798, size=8 p=Shanta
count: 2324, address=0x109a7a0, size=9 p=Shantee
count: 2325, address=0x109a7a9, size=7 p=Shara
count: 2326, address=0x109a7b1, size=8 p=Sharai
count: 2327, address=0x109a7b9, size=7 p=Shari
count: 2328, address=0x109a7c1, size=8 p=Sharia
count: 2329, address=0x109a7c9, size=9 p=Sharity
count: 2330, address=0x109a7d2, size=7 p=Sharl
count: 2331, address=0x109a7da, size=8 p=Sharla
count: 2332, address=0x109a7e2, size=10 p=Sharleen
count: 2333, address=0x109a7ec, size=10 p=Sharlene
count: 2334, address=0x109a7f6, size=10 p=Sharline
count: 2335, address=0x109a800, size=8 p=Sharon
count: 2336, address=0x109a808, size=9 p=Sharona
count: 2337, address=0x109a811, size=9 p=Sharron
count: 2338, address=0x109a81a, size=8 p=Sharyl
count: 2339, address=0x109a822, size=7 p=Shaun
count: 2340, address=0x109a82a, size=8 p=Shauna
count: 2341, address=0x109a832, size=7 p=Shawn
count: 2342, address=0x109a83a, size=8 p=Shawna
count: 2343, address=0x109a842, size=9 p=Shawnee
count: 2344, address=0x109a84b, size=6 p=Shay
count: 2345, address=0x109a853, size=8 p=Shayla
count: 2346, address=0x109a85b, size=9 p=Shaylah
count: 2347, address=0x109a864, size=9 p=Shaylyn
count: 2348, address=0x109a86d, size=10 p=Shaylynn
count: 2349, address=0x109a877, size=8 p=Shayna
count: 2350, address=0x109a87f, size=8 p=Shayne
count: 2351, address=0x109a887, size=6 p=Shea
count: 2352, address=0x109a88f, size=7 p=Sheba
count: 2353, address=0x109a897, size=8 p=Sheela
count: 2354, address=0x109a89f, size=10 p=Sheelagh
count: 2355, address=0x109a8a9, size=9 p=Sheelah
count: 2356, address=0x109a8b2, size=8 p=Sheena
count: 2357, address=0x109a8ba, size=9 p=Sheeree
count: 2358, address=0x109a8c3, size=8 p=Sheila
count: 2359, address=0x109a8cb, size=16 p=Sheila-Kathryn
count: 2360, address=0x109a8db, size=9 p=Sheilah
count: 2361, address=0x109a8e4, size=6 p=Shel
count: 2362, address=0x109a8ec, size=7 p=Shela
count: 2363, address=0x109a8f4, size=9 p=Shelagh
count: 2364, address=0x109a8fd, size=8 p=Shelba
count: 2365, address=0x109a905, size=8 p=Shelbi
count: 2366, address=0x109a90d, size=8 p=Shelby
count: 2367, address=0x109a915, size=8 p=Shelia
count: 2368, address=0x109a91d, size=7 p=Shell
count: 2369, address=0x109a925, size=9 p=Shelley
count: 2370, address=0x109a92e, size=8 p=Shelli
count: 2371, address=0x109a936, size=9 p=Shellie
count: 2372, address=0x109a93f, size=8 p=Shelly
count: 2373, address=0x109a947, size=7 p=Shena
count: 2374, address=0x109a94f, size=6 p=Sher
count: 2375, address=0x109a957, size=8 p=Sheree
count: 2376, address=0x109a95f, size=7 p=Sheri
count: 2377, address=0x109a967, size=8 p=Sherie
count: 2378, address=0x109a96f, size=9 p=Sherill
count: 2379, address=0x109a978, size=10 p=Sherilyn
count: 2380, address=0x109a982, size=10 p=Sherline
count: 2381, address=0x109a98c, size=8 p=Sherri
count: 2382, address=0x109a994, size=9 p=Sherrie
count: 2383, address=0x109a99d, size=8 p=Sherry
count: 2384, address=0x109a9a5, size=8 p=Sherye
count: 2385, address=0x109a9ad, size=8 p=Sheryl
count: 2386, address=0x109a9b5, size=7 p=Shina
count: 2387, address=0x109a9bd, size=6 p=Shir
count: 2388, address=0x109a9c5, size=7 p=Shirl
count: 2389, address=0x109a9cd, size=9 p=Shirlee
count: 2390, address=0x109a9d6, size=10 p=Shirleen
count: 2391, address=0x109a9e0, size=10 p=Shirlene
count: 2392, address=0x109a9ea, size=9 p=Shirley
count: 2393, address=0x109a9f3, size=10 p=Shirline
count: 2394, address=0x109a9fd, size=10 p=Shoshana
count: 2395, address=0x109aa07, size=11 p=Shoshanna
count: 2396, address=0x109aa12, size=7 p=Siana
count: 2397, address=0x109aa1a, size=8 p=Sianna
count: 2398, address=0x109aa22, size=5 p=Sib
count: 2399, address=0x109aa2a, size=8 p=Sibbie
count: 2400, address=0x109aa32, size=7 p=Sibby
count: 2401, address=0x109aa39, size=8 p=Sibeal
count: 2402, address=0x109aa41, size=7 p=Sibel
count: 2403, address=0x109aa48, size=9 p=Sibella
count: 2404, address=0x109aa51, size=9 p=Sibelle
count: 2405, address=0x109aa5a, size=9 p=Sibilla
count: 2406, address=0x109aa63, size=8 p=Sibley
count: 2407, address=0x109aa6b, size=7 p=Sibyl
count: 2408, address=0x109aa72, size=9 p=Sibylla
count: 2409, address=0x109aa7b, size=9 p=Sibylle
count: 2410, address=0x109aa84, size=9 p=Sidoney
count: 2411, address=0x109aa8d, size=9 p=Sidonia
count: 2412, address=0x109aa96, size=10 p=Sidonnie
count: 2413, address=0x109aaa0, size=8 p=Sigrid
count: 2414, address=0x109aaa8, size=6 p=Sile
count: 2415, address=0x109aaaf, size=8 p=Sileas
count: 2416, address=0x109aab7, size=7 p=Silva
count: 2417, address=0x109aabe, size=9 p=Silvana
count: 2418, address=0x109aac7, size=8 p=Silvia
count: 2419, address=0x109aacf, size=8 p=Silvie
count: 2420, address=0x109aad7, size=8 p=Simona
count: 2421, address=0x109aadf, size=8 p=Simone
count: 2422, address=0x109aae7, size=11 p=Simonette
count: 2423, address=0x109aaf2, size=9 p=Simonne
count: 2424, address=0x109aafb, size=8 p=Sindee
count: 2425, address=0x109ab03, size=9 p=Siobhan
count: 2426, address=0x109ab0c, size=7 p=Sioux
count: 2427, address=0x109ab13, size=9 p=Siouxie
count: 2428, address=0x109ab1c, size=8 p=Sisely
count: 2429, address=0x109ab24, size=8 p=Sisile
count: 2430, address=0x109ab2c, size=8 p=Sissie
count: 2431, address=0x109ab34, size=7 p=Sissy
count: 2432, address=0x109ab3b, size=8 p=Siusan
count: 2433, address=0x109ab43, size=7 p=Sofia
count: 2434, address=0x109ab4a, size=7 p=Sofie
count: 2435, address=0x109ab51, size=8 p=Sondra
count: 2436, address=0x109ab59, size=7 p=Sonia
count: 2437, address=0x109ab60, size=7 p=Sonja
count: 2438, address=0x109ab67, size=7 p=Sonni
count: 2439, address=0x109ab6e, size=8 p=Sonnie
count: 2440, address=0x109ab76, size=9 p=Sonnnie
count: 2441, address=0x109ab7f, size=7 p=Sonny
count: 2442, address=0x109ab86, size=7 p=Sonya
count: 2443, address=0x109ab8d, size=8 p=Sophey
count: 2444, address=0x109ab95, size=7 p=Sophi
count: 2445, address=0x109ab9c, size=8 p=Sophia
count: 2446, address=0x109aba4, size=8 p=Sophie
count: 2447, address=0x109abac, size=11 p=Sophronia
count: 2448, address=0x109abb7, size=8 p=Sorcha
count: 2449, address=0x109abbf, size=9 p=Sosanna
count: 2450, address=0x109abc8, size=7 p=Stace
count: 2451, address=0x109abcf, size=8 p=Stacee
count: 2452, address=0x109abd7, size=8 p=Stacey
count: 2453, address=0x109abdf, size=7 p=Staci
count: 2454, address=0x109abe6, size=8 p=Stacia
count: 2455, address=0x109abee, size=8 p=Stacie
count: 2456, address=0x109abf6, size=7 p=Stacy
count: 2457, address=0x109abfd, size=9 p=Stafani
count: 2458, address=0x109ac06, size=6 p=Star
count: 2459, address=0x109ac0d, size=8 p=Starla
count: 2460, address=0x109ac15, size=10 p=Starlene
count: 2461, address=0x109ac1f, size=9 p=Starlin
count: 2462, address=0x109ac28, size=7 p=Starr
count: 2463, address=0x109ac2f, size=7 p=Stefa
count: 2464, address=0x109ac36, size=10 p=Stefania
count: 2465, address=0x109ac40, size=10 p=Stefanie
count: 2466, address=0x109ac4a, size=10 p=Steffane
count: 2467, address=0x109ac54, size=8 p=Steffi
count: 2468, address=0x109ac5c, size=9 p=Steffie
count: 2469, address=0x109ac65, size=8 p=Stella
count: 2470, address=0x109ac6d, size=8 p=Stepha
count: 2471, address=0x109ac75, size=10 p=Stephana
count: 2472, address=0x109ac7f, size=10 p=Stephani
count: 2473, address=0x109ac89, size=11 p=Stephanie
count: 2474, address=0x109ac94, size=12 p=Stephannie
count: 2475, address=0x109aca0, size=11 p=Stephenie
count: 2476, address=0x109acab, size=8 p=Stephi
count: 2477, address=0x109acb3, size=9 p=Stephie
count: 2478, address=0x109acbc, size=10 p=Stephine
count: 2479, address=0x109acc6, size=8 p=Stesha
count: 2480, address=0x109acce, size=9 p=Stevana
count: 2481, address=0x109acd7, size=9 p=Stevena
count: 2482, address=0x109ace0, size=10 p=Stoddard
count: 2483, address=0x109acea, size=7 p=Storm
count: 2484, address=0x109acf1, size=8 p=Stormi
count: 2485, address=0x109acf9, size=9 p=Stormie
count: 2486, address=0x109ad02, size=8 p=Stormy
count: 2487, address=0x109ad0a, size=5 p=Sue
count: 2488, address=0x109ad11, size=9 p=Suellen
count: 2489, address=0x109ad1a, size=7 p=Sukey
count: 2490, address=0x109ad21, size=6 p=Suki
count: 2491, address=0x109ad28, size=6 p=Sula
count: 2492, address=0x109ad2f, size=7 p=Sunny
count: 2493, address=0x109ad36, size=10 p=Sunshine
count: 2494, address=0x109ad40, size=7 p=Susan
count: 2495, address=0x109ad47, size=8 p=Susana
count: 2496, address=0x109ad4f, size=11 p=Susanetta
count: 2497, address=0x109ad5a, size=8 p=Susann
count: 2498, address=0x109ad62, size=9 p=Susanna
count: 2499, address=0x109ad6b, size=10 p=Susannah
count: 2500, address=0x109ad75, size=9 p=Susanne
count: 2501, address=0x109ad7e, size=9 p=Susette
count: 2502, address=0x109ad87, size=6 p=Susi
count: 2503, address=0x109ad8e, size=7 p=Susie
count: 2504, address=0x109ad95, size=6 p=Susy
count: 2505, address=0x109ad9c, size=8 p=Suzann
count: 2506, address=0x109ada4, size=9 p=Suzanna
count: 2507, address=0x109adad, size=9 p=Suzanne
count: 2508, address=0x109adb6, size=9 p=Suzette
count: 2509, address=0x109adbf, size=6 p=Suzi
count: 2510, address=0x109adc6, size=7 p=Suzie
count: 2511, address=0x109adcd, size=6 p=Suzy
count: 2512, address=0x109add4, size=7 p=Sybil
count: 2513, address=0x109addb, size=8 p=Sybila
count: 2514, address=0x109ade3, size=9 p=Sybilla
count: 2515, address=0x109adec, size=9 p=Sybille
count: 2516, address=0x109adf5, size=7 p=Sybyl
count: 2517, address=0x109adfc, size=7 p=Sydel
count: 2518, address=0x109ae03, size=9 p=Sydelle
count: 2519, address=0x109ae0c, size=8 p=Sydney
count: 2520, address=0x109ae14, size=8 p=Sylvia
count: 2521, address=0x109ae1c, size=9 p=Tabatha
count: 2522, address=0x109ae25, size=10 p=Tabbatha
count: 2523, address=0x109ae2f, size=7 p=Tabbi
